thetaL, thetaR, a, b
5.415233, 3.377852, 17.000000, 18.000000
5.415233, 3.377852, 17.000000, 18.000000
5.080481, 3.422186, 20.000000, 22.000000
5.080481, 3.422186, 20.000000, 22.000000
5.080481, 3.422186, 20.000000, 22.000000
5.851848, 3.571727, 19.000000, 20.000000
5.851848, 3.571727, 19.000000, 20.000000
5.851848, 3.571727, 19.000000, 20.000000
5.851848, 3.571727, 19.000000, 20.000000
5.851848, 3.571727, 19.000000, 20.000000
5.851848, 3.571727, 19.000000, 20.000000
5.890556, 3.362713, 17.000000, 18.000000
5.890556, 3.362713, 17.000000, 18.000000
5.890556, 3.362713, 17.000000, 18.000000
5.948075, 3.333249, 16.000000, 17.000000
5.948075, 3.333249, 16.000000, 17.000000
5.948075, 3.333249, 16.000000, 17.000000
5.948075, 3.333249, 16.000000, 17.000000
5.999566, 3.485435, 16.000000, 17.000000
5.999566, 3.485435, 16.000000, 17.000000
5.999566, 3.485435, 16.000000, 17.000000
5.999566, 3.485435, 16.000000, 17.000000
5.999566, 3.485435, 16.000000, 17.000000
5.988827, 3.295728, 16.000000, 18.000000
5.988827, 3.295728, 16.000000, 18.000000
6.214517, 3.529770, 13.000000, 17.000000
6.222394, 3.035845, 14.000000, 18.000000
6.403910, 3.297681, 17.000000, 21.000000
6.829052, 3.868722, 14.000000, 19.000000
6.688382, 3.696507, 14.000000, 19.000000
6.688382, 3.696507, 14.000000, 19.000000
6.712217, 3.929829, 17.000000, 20.000000
6.452982, 3.608225, 18.000000, 19.000000
6.452982, 3.608225, 18.000000, 19.000000
6.452982, 3.608225, 18.000000, 19.000000
6.198183, 3.339504, 16.000000, 18.000000
5.863496, 3.137677, 16.000000, 17.000000
5.863496, 3.137677, 16.000000, 17.000000
5.863496, 3.137677, 16.000000, 17.000000
5.863496, 3.137677, 16.000000, 17.000000
5.863496, 3.137677, 16.000000, 17.000000
5.863496, 3.137677, 16.000000, 17.000000
5.348941, 3.415766, 18.000000, 19.000000
4.919678, 3.486497, 18.000000, 19.000000
4.919678, 3.486497, 18.000000, 19.000000
4.919678, 3.486497, 18.000000, 19.000000
4.919678, 3.486497, 18.000000, 19.000000
4.794354, 3.456832, 16.000000, 18.000000
4.794354, 3.456832, 16.000000, 18.000000
4.794354, 3.456832, 16.000000, 18.000000
4.794354, 3.456832, 16.000000, 18.000000
4.794354, 3.456832, 16.000000, 18.000000
4.794354, 3.456832, 16.000000, 18.000000
4.896875, 3.451594, 17.000000, 19.000000
4.896875, 3.451594, 17.000000, 19.000000
4.896875, 3.451594, 17.000000, 19.000000
4.896875, 3.451594, 17.000000, 19.000000
4.896875, 3.451594, 17.000000, 19.000000
4.867353, 3.553693, 17.000000, 18.000000
4.867353, 3.553693, 17.000000, 18.000000
4.867353, 3.553693, 17.000000, 18.000000
4.867353, 3.553693, 17.000000, 18.000000
4.867353, 3.553693, 17.000000, 18.000000
4.867353, 3.553693, 17.000000, 18.000000
4.867353, 3.553693, 17.000000, 18.000000
4.867353, 3.553693, 17.000000, 18.000000
4.867353, 3.553693, 17.000000, 18.000000
4.867353, 3.553693, 17.000000, 18.000000
4.691933, 3.548212, 16.000000, 17.000000
4.691933, 3.548212, 16.000000, 17.000000
4.691933, 3.548212, 16.000000, 17.000000
4.691933, 3.548212, 16.000000, 17.000000
4.576881, 3.572642, 15.000000, 17.000000
4.341847, 2.963543, 13.000000, 16.000000
4.341847, 2.963543, 13.000000, 16.000000
4.341847, 2.963543, 13.000000, 16.000000
4.188404, 3.239942, 13.000000, 15.000000
4.556815, 3.210249, 16.000000, 17.000000
4.981955, 3.503395, 15.000000, 16.000000
4.981955, 3.503395, 15.000000, 16.000000
4.981955, 3.503395, 15.000000, 16.000000
4.981955, 3.503395, 15.000000, 16.000000
4.981955, 3.503395, 15.000000, 16.000000
4.981955, 3.503395, 15.000000, 16.000000
4.981955, 3.503395, 15.000000, 16.000000
4.981955, 3.503395, 15.000000, 16.000000
4.981955, 3.503395, 15.000000, 16.000000
4.977401, 3.166736, 15.000000, 17.000000
4.977401, 3.166736, 15.000000, 17.000000
4.977401, 3.166736, 15.000000, 17.000000
4.977401, 3.166736, 15.000000, 17.000000
4.977401, 3.166736, 15.000000, 17.000000
4.977401, 3.166736, 15.000000, 17.000000
5.517218, 3.482767, 17.000000, 19.000000
5.657846, 3.236748, 19.000000, 20.000000
5.657846, 3.236748, 19.000000, 20.000000
5.657846, 3.236748, 19.000000, 20.000000
5.657846, 3.236748, 19.000000, 20.000000
5.657846, 3.236748, 19.000000, 20.000000
5.657846, 3.236748, 19.000000, 20.000000
5.657846, 3.236748, 19.000000, 20.000000
5.657846, 3.236748, 19.000000, 20.000000
5.657846, 3.236748, 19.000000, 20.000000
5.657846, 3.236748, 19.000000, 20.000000
5.753836, 3.110449, 20.000000, 21.000000
5.753836, 3.110449, 20.000000, 21.000000
5.753836, 3.110449, 20.000000, 21.000000
5.753836, 3.110449, 20.000000, 21.000000
5.753836, 3.110449, 20.000000, 21.000000
5.867724, 3.160494, 20.000000, 21.000000
5.867724, 3.160494, 20.000000, 21.000000
5.867724, 3.160494, 20.000000, 21.000000
5.867724, 3.160494, 20.000000, 21.000000
5.918076, 3.056694, 19.000000, 20.000000
5.918076, 3.056694, 19.000000, 20.000000
5.918076, 3.056694, 19.000000, 20.000000
5.918076, 3.056694, 19.000000, 20.000000
5.918076, 3.056694, 19.000000, 20.000000
5.918076, 3.056694, 19.000000, 20.000000
5.918076, 3.056694, 19.000000, 20.000000
6.448590, 3.181479, 17.000000, 18.000000
6.448590, 3.181479, 17.000000, 18.000000
6.448590, 3.181479, 17.000000, 18.000000
6.448590, 3.181479, 17.000000, 18.000000
6.448590, 3.181479, 17.000000, 18.000000
6.448590, 3.181479, 17.000000, 18.000000
6.448590, 3.181479, 17.000000, 18.000000
6.448590, 3.181479, 17.000000, 18.000000
6.448590, 3.181479, 17.000000, 18.000000
6.448590, 3.181479, 17.000000, 18.000000
6.448590, 3.181479, 17.000000, 18.000000
5.821026, 3.091920, 16.000000, 17.000000
5.821026, 3.091920, 16.000000, 17.000000
5.821026, 3.091920, 16.000000, 17.000000
5.821026, 3.091920, 16.000000, 17.000000
6.115877, 2.837847, 18.000000, 20.000000
6.115877, 2.837847, 18.000000, 20.000000
5.532725, 2.931262, 18.000000, 20.000000
5.532725, 2.931262, 18.000000, 20.000000
5.532725, 2.931262, 18.000000, 20.000000
5.409637, 2.544413, 17.000000, 19.000000
5.409637, 2.544413, 17.000000, 19.000000
5.409637, 2.544413, 17.000000, 19.000000
5.409637, 2.544413, 17.000000, 19.000000
5.569444, 2.748344, 15.000000, 17.000000
5.569444, 2.748344, 15.000000, 17.000000
5.569444, 2.748344, 15.000000, 17.000000
5.569444, 2.748344, 15.000000, 17.000000
5.569444, 2.748344, 15.000000, 17.000000
5.569444, 2.748344, 15.000000, 17.000000
5.569444, 2.748344, 15.000000, 17.000000
5.569444, 2.748344, 15.000000, 17.000000
5.569444, 2.748344, 15.000000, 17.000000
5.569444, 2.748344, 15.000000, 17.000000
5.569444, 2.748344, 15.000000, 17.000000
5.569444, 2.748344, 15.000000, 17.000000
5.569444, 2.748344, 15.000000, 17.000000
5.569444, 2.748344, 15.000000, 17.000000
5.569444, 2.748344, 15.000000, 17.000000
5.569444, 2.748344, 15.000000, 17.000000
5.385858, 2.524383, 16.000000, 20.000000
5.385858, 2.524383, 16.000000, 20.000000
5.385858, 2.524383, 16.000000, 20.000000
5.385858, 2.524383, 16.000000, 20.000000
5.385858, 2.524383, 16.000000, 20.000000
5.385858, 2.524383, 16.000000, 20.000000
5.385858, 2.524383, 16.000000, 20.000000
5.567323, 2.718485, 16.000000, 20.000000
5.567323, 2.718485, 16.000000, 20.000000
5.567323, 2.718485, 16.000000, 20.000000
5.567323, 2.718485, 16.000000, 20.000000
5.567323, 2.718485, 16.000000, 20.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
5.375218, 2.716411, 17.000000, 18.000000
4.893966, 2.516549, 18.000000, 19.000000
4.893966, 2.516549, 18.000000, 19.000000
4.893966, 2.516549, 18.000000, 19.000000
4.893966, 2.516549, 18.000000, 19.000000
4.893966, 2.516549, 18.000000, 19.000000
4.893966, 2.516549, 18.000000, 19.000000
4.868659, 2.360202, 17.000000, 18.000000
4.868659, 2.360202, 17.000000, 18.000000
4.868659, 2.360202, 17.000000, 18.000000
4.868659, 2.360202, 17.000000, 18.000000
4.868659, 2.360202, 17.000000, 18.000000
4.868659, 2.360202, 17.000000, 18.000000
4.868659, 2.360202, 17.000000, 18.000000
4.868659, 2.360202, 17.000000, 18.000000
4.868659, 2.360202, 17.000000, 18.000000
4.664624, 2.477272, 17.000000, 18.000000
4.664624, 2.477272, 17.000000, 18.000000
4.370299, 2.327937, 17.000000, 18.000000
4.370299, 2.327937, 17.000000, 18.000000
4.370299, 2.327937, 17.000000, 18.000000
4.370299, 2.327937, 17.000000, 18.000000
3.806247, 2.096594, 18.000000, 19.000000
3.806247, 2.096594, 18.000000, 19.000000
3.806247, 2.096594, 18.000000, 19.000000
3.806247, 2.096594, 18.000000, 19.000000
3.806247, 2.096594, 18.000000, 19.000000
3.620809, 2.280126, 17.000000, 20.000000
3.592310, 2.288728, 14.000000, 19.000000
3.592310, 2.288728, 14.000000, 19.000000
3.592310, 2.288728, 14.000000, 19.000000
3.592310, 2.288728, 14.000000, 19.000000
3.610640, 2.503116, 13.000000, 18.000000
3.840166, 2.551134, 15.000000, 16.000000
3.840166, 2.551134, 15.000000, 16.000000
3.840166, 2.551134, 15.000000, 16.000000
3.840166, 2.551134, 15.000000, 16.000000
3.840166, 2.551134, 15.000000, 16.000000
3.840166, 2.551134, 15.000000, 16.000000
3.808337, 2.632399, 14.000000, 15.000000
4.012767, 3.201288, 14.000000, 15.000000
4.012767, 3.201288, 14.000000, 15.000000
4.012767, 3.201288, 14.000000, 15.000000
4.012767, 3.201288, 14.000000, 15.000000
4.241222, 2.982203, 14.000000, 15.000000
4.241222, 2.982203, 14.000000, 15.000000
4.241222, 2.982203, 14.000000, 15.000000
4.241222, 2.982203, 14.000000, 15.000000
4.241222, 2.982203, 14.000000, 15.000000
4.004796, 2.675151, 16.000000, 17.000000
4.004796, 2.675151, 16.000000, 17.000000
4.004796, 2.675151, 16.000000, 17.000000
4.004796, 2.675151, 16.000000, 17.000000
4.004796, 2.675151, 16.000000, 17.000000
4.004796, 2.675151, 16.000000, 17.000000
4.004796, 2.675151, 16.000000, 17.000000
4.018617, 3.289516, 13.000000, 14.000000
4.018617, 3.289516, 13.000000, 14.000000
4.018617, 3.289516, 13.000000, 14.000000
4.018617, 3.289516, 13.000000, 14.000000
4.018617, 3.289516, 13.000000, 14.000000
3.806142, 3.385230, 13.000000, 15.000000
3.160525, 3.549850, 14.000000, 15.000000
3.160525, 3.549850, 14.000000, 15.000000
3.449365, 3.943267, 13.000000, 15.000000
3.449365, 3.943267, 13.000000, 15.000000
3.449365, 3.943267, 13.000000, 15.000000
3.449365, 3.943267, 13.000000, 15.000000
3.449365, 3.943267, 13.000000, 15.000000
3.449365, 3.943267, 13.000000, 15.000000
3.449365, 3.943267, 13.000000, 15.000000
3.449365, 3.943267, 13.000000, 15.000000
3.449365, 3.943267, 13.000000, 15.000000
3.449365, 3.943267, 13.000000, 15.000000
3.449365, 3.943267, 13.000000, 15.000000
3.524106, 4.124979, 14.000000, 16.000000
3.524106, 4.124979, 14.000000, 16.000000
3.524106, 4.124979, 14.000000, 16.000000
3.520336, 3.915038, 12.000000, 14.000000
3.520336, 3.915038, 12.000000, 14.000000
3.520336, 3.915038, 12.000000, 14.000000
3.809060, 3.559930, 11.000000, 14.000000
3.809060, 3.559930, 11.000000, 14.000000
3.809060, 3.559930, 11.000000, 14.000000
3.809060, 3.559930, 11.000000, 14.000000
3.809060, 3.559930, 11.000000, 14.000000
3.838672, 3.535753, 11.000000, 16.000000
3.838672, 3.535753, 11.000000, 16.000000
3.838672, 3.535753, 11.000000, 16.000000
3.980524, 3.490581, 12.000000, 16.000000
4.198019, 3.852525, 12.000000, 14.000000
4.197836, 3.708144, 14.000000, 16.000000
4.197836, 3.708144, 14.000000, 16.000000
4.197836, 3.708144, 14.000000, 16.000000
4.794838, 3.517466, 14.000000, 17.000000
4.523895, 3.014102, 16.000000, 18.000000
4.523895, 3.014102, 16.000000, 18.000000
4.210240, 3.002034, 16.000000, 17.000000
4.210240, 3.002034, 16.000000, 17.000000
4.210240, 3.002034, 16.000000, 17.000000
4.210240, 3.002034, 16.000000, 17.000000
4.210240, 3.002034, 16.000000, 17.000000
4.210240, 3.002034, 16.000000, 17.000000
4.210240, 3.002034, 16.000000, 17.000000
4.210240, 3.002034, 16.000000, 17.000000
4.210240, 3.002034, 16.000000, 17.000000
3.880843, 3.227160, 15.000000, 16.000000
3.863298, 3.534478, 16.000000, 17.000000
3.863298, 3.534478, 16.000000, 17.000000
3.615793, 3.267928, 16.000000, 18.000000
3.595828, 2.647600, 16.000000, 19.000000
3.889330, 2.641831, 17.000000, 18.000000
3.889330, 2.641831, 17.000000, 18.000000
3.889330, 2.641831, 17.000000, 18.000000
3.889330, 2.641831, 17.000000, 18.000000
3.889330, 2.641831, 17.000000, 18.000000
3.889330, 2.641831, 17.000000, 18.000000
3.930851, 3.064706, 15.000000, 17.000000
3.929969, 2.914694, 16.000000, 17.000000
3.929969, 2.914694, 16.000000, 17.000000
3.929969, 2.914694, 16.000000, 17.000000
3.929969, 2.914694, 16.000000, 17.000000
3.929969, 2.914694, 16.000000, 17.000000
3.929969, 2.914694, 16.000000, 17.000000
3.778264, 2.460523, 16.000000, 18.000000
3.635646, 3.033443, 16.000000, 18.000000
3.635646, 3.033443, 16.000000, 18.000000
3.635646, 3.033443, 16.000000, 18.000000
3.635646, 3.033443, 16.000000, 18.000000
3.635646, 3.033443, 16.000000, 18.000000
3.635646, 3.033443, 16.000000, 18.000000
3.918074, 3.016683, 18.000000, 20.000000
4.151223, 2.998796, 20.000000, 21.000000
4.151223, 2.998796, 20.000000, 21.000000
4.151223, 2.998796, 20.000000, 21.000000
4.151223, 2.998796, 20.000000, 21.000000
4.151223, 2.998796, 20.000000, 21.000000
4.354850, 3.092755, 18.000000, 21.000000
4.354850, 3.092755, 18.000000, 21.000000
4.035009, 2.649225, 20.000000, 21.000000
4.035009, 2.649225, 20.000000, 21.000000
4.334521, 2.660587, 19.000000, 20.000000
4.480237, 2.634245, 15.000000, 18.000000
4.480237, 2.634245, 15.000000, 18.000000
4.480237, 2.634245, 15.000000, 18.000000
4.480237, 2.634245, 15.000000, 18.000000
4.480237, 2.634245, 15.000000, 18.000000
4.357383, 2.518044, 17.000000, 19.000000
4.357383, 2.518044, 17.000000, 19.000000
4.733618, 2.733603, 16.000000, 18.000000
4.733618, 2.733603, 16.000000, 18.000000
4.733618, 2.733603, 16.000000, 18.000000
4.733618, 2.733603, 16.000000, 18.000000
4.733618, 2.733603, 16.000000, 18.000000
4.733618, 2.733603, 16.000000, 18.000000
4.733618, 2.733603, 16.000000, 18.000000
4.682741, 2.473056, 15.000000, 16.000000
4.682741, 2.473056, 15.000000, 16.000000
4.682741, 2.473056, 15.000000, 16.000000
4.682741, 2.473056, 15.000000, 16.000000
5.161957, 2.730519, 15.000000, 17.000000
5.161957, 2.730519, 15.000000, 17.000000
5.161957, 2.730519, 15.000000, 17.000000
5.161957, 2.730519, 15.000000, 17.000000
4.999578, 2.733615, 16.000000, 18.000000
4.999578, 2.733615, 16.000000, 18.000000
4.999578, 2.733615, 16.000000, 18.000000
4.999578, 2.733615, 16.000000, 18.000000
4.999578, 2.733615, 16.000000, 18.000000
4.601286, 2.792497, 19.000000, 20.000000
4.601286, 2.792497, 19.000000, 20.000000
4.601286, 2.792497, 19.000000, 20.000000
4.601286, 2.792497, 19.000000, 20.000000
4.601286, 2.792497, 19.000000, 20.000000
4.601286, 2.792497, 19.000000, 20.000000
4.601286, 2.792497, 19.000000, 20.000000
4.646063, 2.823107, 19.000000, 20.000000
4.646063, 2.823107, 19.000000, 20.000000
4.646063, 2.823107, 19.000000, 20.000000
4.587433, 3.256896, 19.000000, 20.000000
4.587433, 3.256896, 19.000000, 20.000000
4.587433, 3.256896, 19.000000, 20.000000
4.587433, 3.256896, 19.000000, 20.000000
4.587433, 3.256896, 19.000000, 20.000000
4.587433, 3.256896, 19.000000, 20.000000
4.587433, 3.256896, 19.000000, 20.000000
4.587433, 3.256896, 19.000000, 20.000000
4.587433, 3.256896, 19.000000, 20.000000
4.209435, 3.042741, 19.000000, 20.000000
4.209435, 3.042741, 19.000000, 20.000000
4.209435, 3.042741, 19.000000, 20.000000
3.789031, 2.452129, 19.000000, 20.000000
3.789031, 2.452129, 19.000000, 20.000000
3.789031, 2.452129, 19.000000, 20.000000
3.789031, 2.452129, 19.000000, 20.000000
3.789031, 2.452129, 19.000000, 20.000000
3.710462, 2.778311, 18.000000, 19.000000
3.710462, 2.778311, 18.000000, 19.000000
3.710462, 2.778311, 18.000000, 19.000000
3.710462, 2.778311, 18.000000, 19.000000
3.710462, 2.778311, 18.000000, 19.000000
3.710462, 2.778311, 18.000000, 19.000000
3.710462, 2.778311, 18.000000, 19.000000
3.710462, 2.778311, 18.000000, 19.000000
3.710462, 2.778311, 18.000000, 19.000000
3.710462, 2.778311, 18.000000, 19.000000
3.731608, 2.640430, 17.000000, 18.000000
3.731608, 2.640430, 17.000000, 18.000000
3.731608, 2.640430, 17.000000, 18.000000
3.731608, 2.640430, 17.000000, 18.000000
3.731608, 2.640430, 17.000000, 18.000000
3.731608, 2.640430, 17.000000, 18.000000
3.731608, 2.640430, 17.000000, 18.000000
3.731608, 2.640430, 17.000000, 18.000000
3.731608, 2.640430, 17.000000, 18.000000
3.731608, 2.640430, 17.000000, 18.000000
4.069585, 2.480772, 17.000000, 18.000000
3.874979, 2.622820, 18.000000, 19.000000
3.874979, 2.622820, 18.000000, 19.000000
3.811725, 2.870035, 18.000000, 19.000000
3.811725, 2.870035, 18.000000, 19.000000
3.811725, 2.870035, 18.000000, 19.000000
3.811725, 2.870035, 18.000000, 19.000000
3.841702, 2.811268, 17.000000, 18.000000
3.841702, 2.811268, 17.000000, 18.000000
3.841702, 2.811268, 17.000000, 18.000000
3.841702, 2.811268, 17.000000, 18.000000
3.258302, 3.184027, 16.000000, 17.000000
3.258302, 3.184027, 16.000000, 17.000000
3.258302, 3.184027, 16.000000, 17.000000
3.258302, 3.184027, 16.000000, 17.000000
3.258302, 3.184027, 16.000000, 17.000000
3.258302, 3.184027, 16.000000, 17.000000
3.258302, 3.184027, 16.000000, 17.000000
3.258302, 3.184027, 16.000000, 17.000000
3.258302, 3.184027, 16.000000, 17.000000
3.258302, 3.184027, 16.000000, 17.000000
3.258302, 3.184027, 16.000000, 17.000000
3.258302, 3.184027, 16.000000, 17.000000
3.202547, 2.942384, 15.000000, 17.000000
3.202547, 2.942384, 15.000000, 17.000000
3.202547, 2.942384, 15.000000, 17.000000
3.776489, 3.152674, 15.000000, 18.000000
3.776489, 3.152674, 15.000000, 18.000000
3.668946, 2.858814, 15.000000, 17.000000
3.668946, 2.858814, 15.000000, 17.000000
3.668946, 2.858814, 15.000000, 17.000000
3.668946, 2.858814, 15.000000, 17.000000
3.668946, 2.858814, 15.000000, 17.000000
3.605709, 2.888268, 16.000000, 17.000000
3.605709, 2.888268, 16.000000, 17.000000
3.605709, 2.888268, 16.000000, 17.000000
3.614072, 2.510824, 18.000000, 19.000000
3.614072, 2.510824, 18.000000, 19.000000
3.679106, 2.955667, 17.000000, 19.000000
3.679106, 2.955667, 17.000000, 19.000000
3.280408, 3.134515, 17.000000, 21.000000
3.280408, 3.134515, 17.000000, 21.000000
3.280408, 3.134515, 17.000000, 21.000000
3.326988, 3.031885, 18.000000, 20.000000
3.326988, 3.031885, 18.000000, 20.000000
3.326988, 3.031885, 18.000000, 20.000000
3.385710, 3.174309, 17.000000, 18.000000
3.385710, 3.174309, 17.000000, 18.000000
3.385710, 3.174309, 17.000000, 18.000000
3.385710, 3.174309, 17.000000, 18.000000
3.401012, 3.360746, 14.000000, 16.000000
3.401012, 3.360746, 14.000000, 16.000000
3.401012, 3.360746, 14.000000, 16.000000
3.401012, 3.360746, 14.000000, 16.000000
3.401012, 3.360746, 14.000000, 16.000000
3.401012, 3.360746, 14.000000, 16.000000
3.401012, 3.360746, 14.000000, 16.000000
3.401012, 3.360746, 14.000000, 16.000000
3.577381, 3.195312, 15.000000, 17.000000
3.577381, 3.195312, 15.000000, 17.000000
3.577381, 3.195312, 15.000000, 17.000000
3.119776, 2.981476, 18.000000, 21.000000
3.190198, 2.867778, 18.000000, 20.000000
3.190198, 2.867778, 18.000000, 20.000000
3.190198, 2.867778, 18.000000, 20.000000
3.190198, 2.867778, 18.000000, 20.000000
3.237836, 3.061299, 20.000000, 21.000000
3.237836, 3.061299, 20.000000, 21.000000
3.237836, 3.061299, 20.000000, 21.000000
3.237836, 3.061299, 20.000000, 21.000000
3.237836, 3.061299, 20.000000, 21.000000
3.237836, 3.061299, 20.000000, 21.000000
3.957464, 2.806012, 20.000000, 22.000000
3.957464, 2.806012, 20.000000, 22.000000
3.957464, 2.806012, 20.000000, 22.000000
3.957464, 2.806012, 20.000000, 22.000000
4.456790, 2.992472, 21.000000, 23.000000
4.553043, 3.086038, 21.000000, 24.000000
4.553043, 3.086038, 21.000000, 24.000000
4.553043, 3.086038, 21.000000, 24.000000
4.576351, 3.184449, 21.000000, 22.000000
4.576351, 3.184449, 21.000000, 22.000000
4.401695, 3.265524, 21.000000, 22.000000
4.401695, 3.265524, 21.000000, 22.000000
4.401695, 3.265524, 21.000000, 22.000000
4.401695, 3.265524, 21.000000, 22.000000
4.401695, 3.265524, 21.000000, 22.000000
4.401695, 3.265524, 21.000000, 22.000000
4.401695, 3.265524, 21.000000, 22.000000
4.401695, 3.265524, 21.000000, 22.000000
4.401695, 3.265524, 21.000000, 22.000000
4.401695, 3.265524, 21.000000, 22.000000
4.401695, 3.265524, 21.000000, 22.000000
4.401695, 3.265524, 21.000000, 22.000000
4.502183, 3.123548, 21.000000, 22.000000
4.502183, 3.123548, 21.000000, 22.000000
3.957479, 2.935791, 20.000000, 21.000000
3.957479, 2.935791, 20.000000, 21.000000
3.781788, 3.585299, 20.000000, 22.000000
3.781788, 3.585299, 20.000000, 22.000000
3.781788, 3.585299, 20.000000, 22.000000
3.781788, 3.585299, 20.000000, 22.000000
3.781788, 3.585299, 20.000000, 22.000000
3.781788, 3.585299, 20.000000, 22.000000
3.781788, 3.585299, 20.000000, 22.000000
3.781788, 3.585299, 20.000000, 22.000000
4.032920, 3.469649, 20.000000, 22.000000
4.032920, 3.469649, 20.000000, 22.000000
4.189298, 3.663494, 18.000000, 19.000000
4.189298, 3.663494, 18.000000, 19.000000
4.189298, 3.663494, 18.000000, 19.000000
4.189298, 3.663494, 18.000000, 19.000000
4.189298, 3.663494, 18.000000, 19.000000
4.189298, 3.663494, 18.000000, 19.000000
3.773165, 3.069356, 17.000000, 18.000000
3.773165, 3.069356, 17.000000, 18.000000
3.773165, 3.069356, 17.000000, 18.000000
3.773165, 3.069356, 17.000000, 18.000000
3.773165, 3.069356, 17.000000, 18.000000
4.389278, 2.822259, 17.000000, 18.000000
4.389278, 2.822259, 17.000000, 18.000000
4.389278, 2.822259, 17.000000, 18.000000
4.389278, 2.822259, 17.000000, 18.000000
4.389278, 2.822259, 17.000000, 18.000000
4.389278, 2.822259, 17.000000, 18.000000
4.389278, 2.822259, 17.000000, 18.000000
4.389278, 2.822259, 17.000000, 18.000000
4.389278, 2.822259, 17.000000, 18.000000
4.389278, 2.822259, 17.000000, 18.000000
4.389278, 2.822259, 17.000000, 18.000000
4.389278, 2.822259, 17.000000, 18.000000
4.389278, 2.822259, 17.000000, 18.000000
4.389278, 2.822259, 17.000000, 18.000000
4.389278, 2.822259, 17.000000, 18.000000
4.389278, 2.822259, 17.000000, 18.000000
4.389278, 2.822259, 17.000000, 18.000000
4.457148, 2.720556, 17.000000, 18.000000
4.656686, 2.709919, 18.000000, 19.000000
4.656686, 2.709919, 18.000000, 19.000000
4.656686, 2.709919, 18.000000, 19.000000
4.656686, 2.709919, 18.000000, 19.000000
4.656686, 2.709919, 18.000000, 19.000000
4.656686, 2.709919, 18.000000, 19.000000
4.656686, 2.709919, 18.000000, 19.000000
4.656686, 2.709919, 18.000000, 19.000000
4.656686, 2.709919, 18.000000, 19.000000
4.656686, 2.709919, 18.000000, 19.000000
4.656686, 2.709919, 18.000000, 19.000000
4.781759, 3.175171, 17.000000, 19.000000
4.781759, 3.175171, 17.000000, 19.000000
4.781759, 3.175171, 17.000000, 19.000000
4.781759, 3.175171, 17.000000, 19.000000
4.781759, 3.175171, 17.000000, 19.000000
4.781759, 3.175171, 17.000000, 19.000000
4.781759, 3.175171, 17.000000, 19.000000
4.781759, 3.175171, 17.000000, 19.000000
4.781759, 3.175171, 17.000000, 19.000000
4.730708, 2.988710, 15.000000, 17.000000
4.730708, 2.988710, 15.000000, 17.000000
4.730708, 2.988710, 15.000000, 17.000000
4.730708, 2.988710, 15.000000, 17.000000
4.187072, 2.896341, 15.000000, 16.000000
3.543428, 2.998040, 13.000000, 14.000000
2.969171, 3.238224, 12.000000, 13.000000
2.969171, 3.238224, 12.000000, 13.000000
2.969171, 3.238224, 12.000000, 13.000000
2.969171, 3.238224, 12.000000, 13.000000
2.969171, 3.238224, 12.000000, 13.000000
2.969171, 3.238224, 12.000000, 13.000000
2.969171, 3.238224, 12.000000, 13.000000
2.969171, 3.238224, 12.000000, 13.000000
2.969171, 3.238224, 12.000000, 13.000000
2.969171, 3.238224, 12.000000, 13.000000
2.829921, 3.307246, 13.000000, 14.000000
3.600867, 2.721805, 16.000000, 17.000000
3.600867, 2.721805, 16.000000, 17.000000
3.600867, 2.721805, 16.000000, 17.000000
3.600867, 2.721805, 16.000000, 17.000000
3.600867, 2.721805, 16.000000, 17.000000
3.600867, 2.721805, 16.000000, 17.000000
3.600867, 2.721805, 16.000000, 17.000000
3.600867, 2.721805, 16.000000, 17.000000
3.600867, 2.721805, 16.000000, 17.000000
3.600867, 2.721805, 16.000000, 17.000000
3.600867, 2.721805, 16.000000, 17.000000
3.600867, 2.721805, 16.000000, 17.000000
3.600867, 2.721805, 16.000000, 17.000000
3.505631, 3.175196, 19.000000, 20.000000
3.505631, 3.175196, 19.000000, 20.000000
3.505631, 3.175196, 19.000000, 20.000000
3.505631, 3.175196, 19.000000, 20.000000
3.531913, 3.123028, 23.000000, 24.000000
3.531913, 3.123028, 23.000000, 24.000000
